time,hours_elapsed,surface_t,beached_t,evaporated_t,dispersed_t,surface_pct,beached_pct,evaporated_pct,dispersed_pct
2016-09-18 19:00:00,43,0.785,0.0059,37.8709,11.3382,1.57,0.01,75.74,22.68
2016-09-18 20:00:00,44,0.781,0.004,37.6029,11.6121,1.56,0.01,75.21,23.22
2016-09-18 21:00:00,45,0.7779,0.0031,37.4265,11.7925,1.56,0.01,74.85,23.59
2016-09-18 22:00:00,46,0.7769,0.001,37.3037,11.9184,1.55,0.0,74.61,23.84
2016-09-18 23:00:00,47,0.7768,0.0,37.2592,11.9639,1.55,0.0,74.52,23.93
2016-09-19 00:00:00,48,0.7768,0.0,37.2578,11.9654,1.55,0.0,74.52,23.93
2016-09-19 01:00:00,49,0.7768,0.0,37.2578,11.9654,1.55,0.0,74.52,23.93
2016-09-19 02:00:00,50,0.7768,0.0,37.2578,11.9654,1.55,0.0,74.52,23.93
2016-09-19 03:00:00,51,0.7768,0.0,37.2578,11.9654,1.55,0.0,74.52,23.93
2016-09-19 04:00:00,52,0.7766,0.0,37.2579,11.9655,1.55,0.0,74.52,23.93
2016-09-19 05:00:00,53,0.7762,0.0,37.2582,11.9655,1.55,0.0,74.52,23.93
2016-09-19 06:00:00,54,0.776,0.0,37.2585,11.9655,1.55,0.0,74.52,23.93
2016-09-19 07:00:00,55,0.7757,0.0,37.2587,11.9656,1.55,0.0,74.52,23.93
2016-09-19 08:00:00,56,0.775,0.0,37.2593,11.9657,1.55,0.0,74.52,23.93
2016-09-19 09:00:00,57,0.7745,0.0,37.2602,11.9653,1.55,0.0,74.52,23.93
2016-09-19 10:00:00,58,0.7745,0.0,37.2602,11.9653,1.55,0.0,74.52,23.93
2016-09-19 11:00:00,59,0.7745,0.0,37.2602,11.9653,1.55,0.0,74.52,23.93
2016-09-19 12:00:00,60,0.7745,0.0,37.2602,11.9653,1.55,0.0,74.52,23.93
2016-09-19 13:00:00,61,0.7745,0.0,37.2602,11.9653,1.55,0.0,74.52,23.93
2016-09-19 14:00:00,62,0.7745,0.0,37.2602,11.9653,1.55,0.0,74.52,23.93
2016-09-19 15:00:00,63,0.7745,0.0,37.2602,11.9653,1.55,0.0,74.52,23.93
2016-09-19 16:00:00,64,0.7745,0.0,37.2602,11.9653,1.55,0.0,74.52,23.93
2016-09-19 17:00:00,65,0.7745,0.0,37.2602,11.9653,1.55,0.0,74.52,23.93
2016-09-19 18:00:00,66,0.7745,0.0,37.2602,11.9653,1.55,0.0,74.52,23.93
2016-09-19 19:00:00,67,0.7745,0.0,37.2602,11.9653,1.55,0.0,74.52,23.93
2016-09-19 20:00:00,68,0.7741,0.0004,37.2602,11.9653,1.55,0.0,74.52,23.93
2016-09-19 21:00:00,69,0.7722,0.0018,37.2416,11.9843,1.54,0.0,74.48,23.97
2016-09-19 22:00:00,70,0.7696,0.0027,37.1585,12.0693,1.54,0.01,74.32,24.14
2016-09-19 23:00:00,71,0.7653,0.0042,37.0442,12.1862,1.53,0.01,74.09,24.37
2016-09-20 00:00:00,72,0.7602,0.0052,36.857,12.3776,1.52,0.01,73.71,24.76
